"gloss","target_child_sex"
"Mom is your friend's name Judy who dressed","female"
"hey she has a yellow dress and she's going in that yellow","female"
"you want some help putting the dress on her","female"
"they have matching dresses","female"
"something like Mary had a red dress","female"
"Mary had a red dress","female"
"ha this is where he dresses up like an alligator","female"
"she has a red dress","female"
"are you thinking about that song about the red dress","female"
"Sally Sally get your red dress red dress red dress","female"
"Sally get your red dress","female"
"when she's all dressed she'll ask for some music","female"
"Sally wore a red dress red dress red dress","female"
"you know what Doris's dress is too big","female"
"oh there she is she's dressed in a sweater and a scarf and shoes","female"
"nice and summery dressed for the weather","female"
"Max took his ear splitter space cadet and dressed him in Mrs Quacks","female"
"oh you can hide in the closet when I get dressed","female"
"I was thinking we might give this dress to xxx it might be too small for you shall we just take a look","female"
"it's a dress","female"
"this is a dress that used to be Mommy's when I was little","female"
"she's wearing a dress that looks like overalls","female"
"and Pappy I want you to guess what where is Mommy going to go after she gets dressed this morning","female"
"where do you think Mommy might go after she gets dressed this morning","female"
"hey did you put that dress on the daddy","female"
"I think we're gonna need to get dressed to go to the gym class soon","female"
"in fact Naima it's time to get dressed","female"
"well miss Violet shall we get you dressed sometime","female"
"you gotta get your clothes on your not dressed yet","female"
"wanna play toys this morning with the babies you hafta come and get dressed come on","female"
"here's her pretty dress","female"
"we color her dress in","female"
"I've got to get dressed now and come and help you some more","female"
"you wanna get dressed for the day","female"
"Ruby tried on many dresses","female"
"Clifford and I dressed up Clifford looked like","female"
"I'll make her have a brown dress","female"
"you remember when I dressed up as a witch","female"
"and I had a brown dress","female"
"they dressed up in old+fashioned clothes","female"
"Clifford and I dressed up too","female"
"okay I'm still coloring my dress here","female"
"a brown dress","female"
"yeah she's dressed as a clown","female"
"what's this boy dressed as","female"
"actually I'm wearing a dress today","female"
"this is a dress","female"
"xxx Maisy dresses up","female"
"do you wanna wear a pretty christmas dress","female"
"Mommy and Tess get dressed for a walk","female"
"here's the pretty dress","female"
"oh yeah dolphin dress","female"
"I'm gonna dress this bear and you dress the other bear","female"
"I'll dress this guy and you dress this guy","female"
"Winnie_The_Pooh dress is clean","female"
"it should be done by the time you wanna get dressed for today you wanna wear it today","female"
"oh here's your dolphin dress","female"
"whose favorite dress is this","female"
"we need a hairdresser this is a hair shop too","female"
"do dress up your dog in underwear","female"
"don't you think it should be do dress your dog up in underwear not dress up your dog","female"
"do wear fancy underwear under your dress","female"
"and when it's raining we don't go out well I mean if we're dressed appropriately and we don't have a cold sometime we can go out and play in the rain","male"
"how about we get dressed","male"
"do you wanna get dressed in here","male"
"it easier for Mommy to get you dressed right here","male"
"we're gonna take them off soon we're gonna get dressed","male"
"let's do the puzzle and we'll get dressed","male"
"we're not even dressed","male"
"come see Mama we'll get dressed","male"
"can you help Mama get you dressed","male"
"come we'll get dressed and we can read those books you wanted to read","male"
"go get dressed put on the clothes that you like best","male"
"dress","male"
"he wants to get dressed and then he doesn't want to get dressed and he just gets himself in a tizzy like this","male"
"d'you wanna go upstairs and get Bob's Busy Saw and your clothes because it'd be good for you to get dressed","male"
"what are these on Mommy's dress","male"
"what's on Mommy's dress","male"
"I wasn't really thinking when I got dressed this morning was I though","male"
"ah is that William dressed up like a fireman","male"
"we hafta get William dressed Mommy has to finish her breakfast maybe William will have a little bit more to eat or maybe you'll have some banana or some apple","male"
"well why don't you wait til we get dressed don't you can't this is buttoned so we don't pull that because it might break","male"
"what's this what's this girl doing","male"
"what is that girl what is she doing","male"
"where are those girls","male"
"is that a boy or a girl","male"
"that's a girl though","male"
"where is the girl","male"
"good girl","female"
"no no we thought it was gonna be a girl","male"
"what are you doing goofy girl","female"
"you be gentle pretty girl","female"
"I suppose you could draw on that but I think you're a goofy girl","female"
"I useta have this when I was a little girl do you know that","female"
"is that a boy or a girl","female"
"is it a boy or a girl","female"
"no it's a girl and I don't remember her name","female"
"where was the mommy deer and the baby deer Jilly girl","female"
"what a good girl","female"
"is Jessie a boy or a girl","female"
"what happened to this little girl","female"
"there was a girl named","female"
"that's a little girl and what are all these people","female"
"Cinderella's kinda like the kind of girl who needs a nicer mommy right","female"
"that's a boy and that's a girl","female"
"those are for girls","male"
"how about these are these for girls or for boys","male"
"and she was a girl","female"
"and Prince_Charming thinks Cinderella's the most beautiful girl at the ball","female"
"you're very you're a very smart girl","female"
"oh look at the little girl what's she got there","male"
"look at that what's this little girl","male"
"this girl says I don't wanna be near him he looks too mean she's gonna be right here","male"
"do I know where the girl is","male"
"what little boys and girls are here today","female"
"and there's other little girls too who are they","female"
"who is this girl","male"
"was there anything else that the little boys and girls at school today did","female"
"oh the little girl went poopies","female"
"oh good girl yay","female"
"good girl","female"
"it was the little girl","female"
"a tiny bug she's a little ant and and she is a girl","male"
"he hasta pretend to be a girl yes","male"
"touching the girl","male"
"the girl going for a ride","female"
"that's a girl","female"
"that a girl","female"
"that's a girl","female"
"can you do that with one of the girls or a boy","female"
"here's another girl","female"
"the little girl's head","male"
"all the little girls and boys","male"
"now put the little girl in the seat","male"
"wanna put another girl in","female"
"see how the little girl's sitting down","male"
"what do you wanna do with the little girl","male"
"that's a little girl","male"
"like a big girl","female"
"use the fork like a big girl","female"
"you a big girl","female"
"turn around like a big girl at the table please","female"
"you turn around and eat like a big girl okay","female"
"because you're a big girl eating at the big table","female"
"see the little girl","female"
"say girl","female"
"girl","female"
"good girl","female"
"that's a good girl","female"
"that's a good girl","female"
"that's a girl","female"
"good girl","female"
"that's a girl","female"
"that's a good girl","female"
"good girl Jessica","female"
"good girl","female"
"good girl","female"
"good girl","female"
"good girl Jessica","female"
"good girl","female"
"good girl","female"
"good girl","female"
"good girl","female"
"good girl","female"
"good girl","female"
"good girl","female"
"good girl","female"
"good girl","female"
"what a good girl Jess","female"
"what a good girl","female"
"that's a girl","female"
"you're a big girl","female"
"that a girl","female"
"that's a girl","female"
"good girl","female"
"good girl","female"
"that's a good girl","female"
"that's a good girl","female"
"oh that's a good girl","female"
"that's a girl","female"
"that's a girl","female"
"that's a girl","female"
"that's a girl","female"
"that's a girl","female"
"and a girl","female"
"girl","female"
"that's a little girl really","female"
"that's a girl","female"
"that's a girl","female"
"that's a girl","female"
"that's a girl","female"
"a little girl","female"
"oh the one where they hide the girl","female"
"the little girl","female"
"see the little girl","female"
"that's a girl","female"
"that's a girl","female"
"girl","male"
"the boy and the girl","male"
"no they're for girls","male"
"those are for girls to wear","male"
"I thought they were for girls","male"
"they're for girls to wear","male"
"see if they fit this little girl","male"
"see if they fit the girl","male"
"boy and girl","male"
"the little girl Julie is looking in the mirror","male"
"the little girl Judy is scratching her father's face","male"
"a little girl","male"
"that's a girl doll","male"
"what is the girl doing","male"
"Denise is one of the little girls in the play+group that was here today","female"
"oh Denise is the little girl that we saw this afternoon","female"
"that's a girl but she's driving","male"
"and what's this little girl wearing on her head","male"
"so so the little girl is is pretending like the kitty is the what","male"
"is it the little girl","male"
"is Sandy Mandy a boy or a girl","female"
"the little girl is taking her cat for a walk","female"
"the cat jumped out_of the baby carriage when the little girl was picking a flower","female"
"the little girl is very upset isn't she","female"
"actually he's afraid that the little boy's bike will hit the little girl","female"
"and what about this little girl","female"
"and he is watching the policeman and the little girl","female"
"okay once upon a time there was a little girl named","female"
"the policeman helped the little girl get out_of the tunnel","female"
"and the little girl is very happy that the policeman caught her cat","female"
"ls that the woman's the little girl's name","female"
"you know that girl who was here before","female"
"looks like a little girl dressed up taking somebody for a ride in a carriage","male"
"and the girl goes back through the tunnel","male"
"this little girl is telling this little kid what to do","male"
"this little girl","male"
"that's not a girl Richard","male"
"that looks like a little girl dressed up like her mommy","male"
"so here's the the little girl who's playing mommy an she's picking the flowers","male"
"for all the boys and girls on the other side of the mountain","male"
"oh look a little girl is standing at the upstairs window","male"
"where's your girl","male"
"where's your girl that's in supposed to be inside the ambulance","male"
"turns into a little girl","male"
"little girl","male"
"cause she's a girl so you have to pick girl colors","male"
"a little girl","male"
"that's not yeah that's the girl at the","male"
"a girl","male"
"well one's a boy one's a girl","male"
"that's the little girl farmer","male"
"girl","male"
"where's the girl that's asleep","male"
"the little girl","male"
"you have to find the other dancing little girl","male"
"oh he's pushing the girl that's asleep","male"
"they have other girls that come","male"
"oh a girl","male"
"Alex are you a boy or a girl","male"
"no you're not a girl","male"
"well she was a young girl and in J_C_Penney I thought she was gonna faint","male"
"and a little girl","male"
"and a little girl","male"
"this is a little boy a little boy a little girl a little girl a little boy a little girl","male"
"look at the little boy and the little girl their playing with trains","male"
"what's she doing what's the little girl doing Ethan","male"
"what is the little girl gonna do","male"
"that's a girl that's right","male"
"little girl yeah","male"
"you think the little girl can climb up the tree","male"
"and that's a girl","male"
"there's a girl that's right and what does he have in his hand","male"
"this little girl","male"
"then one morning a little girl stopped and looked straight into Corduroy's bright eyes","male"
"she was carrying toys to the girls and boys on the other side of the mountain","male"
"there looking at him with a wide warm smile was the same girl","male"
"and next to a girl sized bed","male"
"what was next to a girl sized bed","male"
"on her branch on Sarah's branch Sarah's a girl owl they all went to sit on Sarah's branch","male"
"you want the little girl","male"
"I learned it in girl scouts","male"
"is that the little girl's name","male"
"he drew it right around the girls jumping rope","male"
"Leslie that's a girl's name","male"
"hello tired girl","female"
"there are no sisters in that family because there are no girls","male"
"there's the girl","male"
"walk this way little girl","female"
"Carly's a big girl and Sam's a little baby","female"
"that's a little girl","female"
"where's the little girl","female"
"is that my big girl","female"
"that's my big girl","female"
"that's my big girl","female"
"oh you know that little girl","female"
"because Daisy's a big girl doggy","female"
"there's a little girl","female"
"you think that's a baby boy or a baby girl","female"
"this is Prudence she's a little girl","female"
"okay crack up girl","female"
"and what's this little girl doing","female"
"this is Prudence she's a little girl","female"
"tell me a story about a lil girl","female"
"girl doll has a head too","female"
"I don't know who that little girl is","female"
"I don't know who that girl is","female"
"a lil girl","female"
"sweetie let's not eat the girl doll","female"
"that's where the little girl lives in the house","female"
"yeah that's a little girl","female"
"yeah the daddy and the girl doll both have shoes on","female"
"xxx the daddy's hugging the girl doll that's so nice","female"
"and the girl too","female"
"that's the house where the little girl lives","female"
"that's a house where the little girl lives","female"
"my little girl","female"
"isn't there something about a little girl with a backpack","female"
"hello collapsy girl","female"
"so the only person who came was the little girl who gave her the stomach virus","female"
"oh is that the Daddy and his little girl","female"
"she is she's gonna have a baby girl","female"
"are we gonna give lots_of lil clothes to the baby girl","female"
"you know what we're gonna what we're gonna name the baby girl you know what aunt Jill's gonna you know what the baby girl's name's gonna be","female"
"you'd be a big girl","female"
"that's the daddy sitting with his big girl","female"
"one big girl all ready for bed","female"
"look and they went out together and then Albert wanted to play but they said it was a girls only game","female"
"and who is my big girl","female"
"xxx you have a lot of raisins in your mouth little girl","female"
"I think the girl might actually be in your crib","female"
"oh there's the girl","female"
"there was another woman who had a lil girl","female"
"the lil girl was like I am big girl","female"
"do you see what this what this little girl's playing in","female"
"about a lil girl with a lil monkey friend","female"
"where ya goin silly girl","female"
"they've got she's got the girl doll yeah subtle differences","female"
"where you crawling little girl","female"
"why're you crawlin silly girl","female"
"boy and two are girls and both the girls","female"
"wha's that lil girl eating","female"
"I love you I love you silly girl","female"
"and a picture of a Mommy and her little baby girl","female"
"she points out all the girls wedding dresses","female"
"and a statue of a lil boy and girl holding a balloon","female"
"good jewish girl","female"
"and what do girls have","female"
"well girls have tushies and girls also have a vagina","female"
"is the little girl wearing a dress","female"
"she's a girl","female"
"oh yeah she's a lil girl","female"
"who's it which one is a girl","female"
"you're gonna be the big girl around town","female"
"baby girl","female"
"are you gonna get a big girl bed one day","female"
"I keep saying to her I'm like gonna have a big girl bed one day no","female"
"who's a big girl","female"
"wow you're a lucky lil girl aren't you","female"
"oh_my_goodness you're on the table silly girl","female"
"the next day the prince announced he wanted to marry the girl who had lost her glass slipper","female"
"baby Ariel says let's talk like big girls","female"
"once upon a kind king and gentle queen had a baby girl named Aurora","female"
"girl doll","female"
"is that girl doll","female"
"the girl doll right","female"
"who is that little girl in in the window","female"
"know what New Hampshire is where mommy used to go to camp when she was a little girl","female"
"Matthew's baby sister is a little girl","female"
"you're Babar's little girl","female"
"she must be a big girl if she's wearing underpants right","female"
"we don't know if it's a boy or a girl but I think it's a girl","female"
"I bet he's with Babar's little girl said Lady Rataxes","female"
"at last he began to awaken minutes later the prince's servant sir Grimsby discovered him a girl rescued me said the prince groggily and she had the most beautiful voice","female"
"and what do girls have","female"
"we had to teach it to her because she kept saying boys had penises and girls have tushies","female"
"boy and girls both have tushies","female"
"Ariel could only nod although she looked like the girl who had rescued him it Eric thought it couldn't be her because she couldn't speak much less sing","female"
"but meanwhile Ursula hatched a plan to keep Eric from falling in love with Ariel she turned herself into a pretty girl named","female"
"that evening the prince heard someone singing it was the voice of the girl who had saved him","female"
"back at the castle the beast waited for Belle to join him for dinner master said Lumiere this girl could be the one to break the spell","female"
"and are you gonna sleep in a big girl bed one day","female"
"he couldn't stop thinking about the mysterious girl with the lovely voice who had saved his life","female"
"he hoped to catch a glimpse of the wonderful girl who had saved him","female"
"it is I think that Ronnie's is gonna be a baby girl we don't know for sure but we think it's gonna be a baby girl","female"
"xxx I see you little blankie girl","female"
"but Honey you can't really eat it because it's dangerous for a little girl to eat hard candy","female"
"I don't know who splashed with you is it a girl or a boy","female"
"great you're a big girl","female"
"you sure are a big girl huh","female"
"do you remember what you used to call Pooh bear when you were a little girl","female"
"back at Hilda's Huckle and Lowly tell the girls about the phone call","female"
"daddy's big girl","female"
"momma's baby and daddy's lil girl","female"
"and let's try and think I think there's a little girl named Emily","female"
"and a little girl named Daisy too","female"
"you did not silly girl","female"
"oh let me clean your hand you are the stickiest little girl","female"
"oh she's a little girl","female"
"are you Daddy's big girl","female"
"you're my big girl","female"
"remember that Phoebe was wearing her big girl underpants with Hello Kitty on them","female"
"and I think there's one more girl and one more boy","female"
"and she wears big girl underpants","female"
"yeah Lizzie and Jack have a little girl and Joyce and Carrie have a little boy and a little girl","female"
"and now they have another baby girl whose name is Alexandra","female"
"do big girls use underpants and use the potty","female"
"right and when you're a big girl you're going to wear underpants all the time right and not diapers the candle holders","female"
"what did you say silly girl","female"
"you were a little little little little girl and you would say Krusty","female"
"grandma Rosie is mommy's mommy right when I was a little girl did Grandma Rosie take care of me yeah she's my mommy my sisters are","female"
"Matt sleeps in a big bed and who else sleeps in very very big girl bed","female"
"who's a big girl","female"
"you're a very very big girl","female"
"it's a picture of a mommy and her little girl","female"
"and what about the girls what girls were there today","female"
"that means all the girls were there today","female"
"hey oh that girl drew a picture of the kitty cat","female"
"I don't have anything to drip silly girl","female"
"hello funny girl","female"
"are you Daddy's big girl","female"
"did you finally go to sleep in your big girl bed","female"
"yeah do you love your big girl bed","female"
"there's a that was a little girl there in the black who hold your big puppy for a little bit then she gave it back to you xxx you're playing with Matthew","female"
"where's the girl she went for a walk with her mommy and daddy","female"
"xxx oh look you're at the park here xxx park that balloon that very nice girl's balloon xxx","female"
"you know what you used to call Pooh bear when you were a little tiny little girl","female"
"oh xxx thanks for being the best little girl ever","female"
"speaking of which Honey when do you think you wanna get a big girl bed","female"
"okay well let me know when you wanna get a big girl bed","female"
"and I was so convinced that Max was going to be a girl like I was so convinced that I actually went out and bought a present for a baby girl and then xxx like it's a boy and I'm like rats","female"
"and a big girl bed will be much bigger you'll have more room","female"
"so let me know when you wanna get a big girl bed okay Honey","female"
"right well you hafta tell me when you're ready for you big girl bed","female"
"he couldn't stop thinking about the mysterious girl with the lovely voice who had saved his life in the ship wreck","female"
"he hoped to catch a glimpse of the wonderful girl who had saved him","female"
"Sweetie are you gonna wear big girl underpants one day","female"
"you're a busy busy girl","female"
"the next day the prince announced he wanted to marry the girl who had lost her glass slipper","female"
"where are you going to go little girl","female"
"we don't know we think it's a girl though do you think it's a girl","female"
"I think it's a girl","female"
"we don't know for sure but I'm pretty sure it's a girl","female"
"you're a big girl","female"
"you're just about the silliest little girl I ever knew","female"
"here comes the girl with the pillow","female"
"hi miss big girl","female"
"miss big girl","female"
"and there's a girl with a hat on","female"
"what a big girl","female"
"yeah babies except that's a big girl","female"
"these are the babies these are the big girls","female"
"you kissing that girl","female"
"big girl","female"
"you were sitting in a big girl chair eating yogurt weren't you","female"
"you are sitting on blankie silly girl","female"
"hello little girl","female"
"xxx you are you're going to be three wow what a big girl","female"
"I know there must be some other girls in class that are your friends","female"
"hey there's a girl with her doggy","female"
"Daisy's friend likes clippers too wow tell Amanda what the girls' names are in your class there's Lily","female"
"and who's the other girl in your class with the cute blonde hair","female"
"good girl","female"
"the other day we were reading the book where I live and Naima looked at the picture without Mommy saying anything and said looking a water little girl","female"
"and you meant to say the little girl is looking at the water","female"
"you wanna get the little girl book and the moose book I think they're in the dining room","female"
"and I see the little girl book let's bring these back to the bedroom and read in the bedroom","female"
"like a big girl","female"
"you wanna sit in the chair like a big girl and eat yogurt","female"
"you gonna be a girl who likes cars","female"
"you a girl who likes cars","female"
"you're a car girl","female"
"girl","female"
"yeah what's the little girl doing","female"
"what a big girl","female"
"xxx that girl's rowing a boat now","female"
"but this little girl also has a rope in her boat","female"
"what's the girl doing","female"
"and there's a girl","female"
"show me the girl","female"
"yeah a little girl","female"
"the little girl is wi I'm not wearing them right now","female"
"thank you little girl oh a person","female"
"okay cheesy girl","female"
"cheesy girl howbout a blueberry now","female"
"smelly girly you make good jokes you know that","female"
"where did she go where that Sally Lally girl go","female"
"I don't know where did Asha Basha go hm hm where did that Asha Basha girl go did she go hiding did she go to the hospital to have lunch with Daddy or something is that what happen she might have done that","female"
"you're getting to be a big girl","female"
"big girls and boys say please","female"
"boys girls","female"
"you're gonna poop on the potty when you're a big girl","female"
"the little girl was giving the cracker to the dog","female"
"okay little girl","female"
"you're a silly girl","female"
"she said little girls","female"
"what happened to the little girl","female"
"that baby doesn't have a basket what does this little girl have","female"
"you have a backpack too just like that little girl","female"
"that's another girl","female"
"that's a girl","female"
"you have some snarls my girl","female"
"a little girl and a little boy and their Mommy and their two dogs and their cat","female"
"happy birthday miss baby girl","female"
"girl who's a girl","female"
"attack of a tissue attack of a tissue for the baby girl","female"
"little girl sings that on that c_d right","female"
"wooh you're a heavy girl now","female"
"on top there's a little girl what does she have a bucket","female"
"what's that little girl doing","female"
"there is a little girl under there","female"
"oh little girl do you have any green rings I like green rings to eat","female"
"oh little girl I like green rings","female"
"little girls make noises","female"
"you have cold little feet little girl","female"
"I know a girl that you don't know","female"
"babies don't touch diaper pails neither do little girls","female"
"some of them aren't in very good shape those were Mommy's books when Mommy was a little girl","female"
"she was taking care of her three little girls","female"
"and the other little girl's name was xxx","female"
"and that little girl","female"
"but it's for little babies it's not for big girls like you you gonna get new toys soon","female"
"right you're on a roll girl","female"
"oh Mommy's taking the little girl out to play in the snow","female"
"xxx I think she's a girl","female"
"that little girl has a","female"
"ooh big girl","female"
"I don't remember a little girl named xxx coming the last two times we've gone","female"
"taking care of her little girls yes","female"
"I know a girl","female"
"I know a girl that you don't know","female"
"girls do not eat rocks","female"
"hm who's taking care of her little girls","female"
"little girl in the barn","female"
"where's that baby girl let's xxx","female"
"this little girl Flossy watch them squish and squash the dough","female"
"yeah she's a little girl","female"
"oh I had a little girl","female"
"those are two real little girls that you know","female"
"this is for big girls to read","female"
"here's the little girl","female"
"mm there's a little girl she's going to school hm","female"
"like the girl from Ipanema walks","female"
"oh you're walking like the girl from Ipanema","female"
"xxx okay girl from Ipanema","female"
"tall and tan and young and lovely the girl from Ipanema goes walking","female"
"you're a blueberry teeth girl","female"
"well little girls and little boys","female"
"oh are these big girl pants","female"
"that girl is finding the rubber duck to give it to the pig who's taking a bath with bubbles in the bath tub","female"
"they all say look at you what a big girl I can't believe how big she is","female"
"xxx Naima's feeding herself like a big girl","female"
"are you a stomping girl","female"
"let's see we're in a new class and there was a little girl sitting on your left","female"
"and on your right there was a little girl whose name was xxx","female"
"the pig is seems to be flying in the air in that picture the little girl is gonna to catch her","female"
"I think the pig is hugging that girl","female"
"the little girl is leaping","female"
"and the little girl is playing piano","female"
"you like that little girl","female"
"oh you think the little girl's gonna help to clean her up what's the little girl have in this picture","female"
"I think that's a yawning girl","female"
"are you a cheesy girl","female"
"I think you're a cheesy girl","female"
"that little girl has a blue potty just like you","female"
"are you a big girl too","female"
"that's the Mommy and the little girl's names","female"
"the little girl's name is xxx her mommy's name is xxx","female"
"come here little messy handed girl","female"
"you can hang your coat up all by yourself what a big girl","female"
"little girl's name is xxx and her mommy's name is xxx","female"
"oh I had a little girl xxx","female"
"those are two real little girls that you know","female"
"xxx is the name of the new girl","female"
"yeah that's the name of the new girl","female"
"and you were such a big girl you even had a shot","female"
"Fooba_Wooba_John is a little girl and Naima said I should look in the phone+book to find out","female"
"g stands for girl","female"
"fooba begins with f wooba begins with w and girl begins with g","female"
"poke the girl","female"
"yes baby girl","female"
"miss little firefighter girl","female"
"Fooba_Wooba_John is a girl","female"
"she is a big girl","female"
"and she is a big girl","female"
"are you a sleepy girl","female"
"okay sweetie+pie girl","female"
"are you a kiwi girl","female"
"are you a kiwi girl","female"
"was there a girl with a boogie+board at the beach","female"
"you're a tomato sauce girl","female"
"hungry girl","female"
"that little girl's name was Ally","female"
"you're a twirling girl yourself","female"
"'cause you're a big girl","female"
"girls come to this library also","female"
"oh what do the girls do at the library","female"
"Georgy Poergy putting and pie kiss the girls and made them cry when the boys came out to play Georgy Poergy ran away","female"
"that's the same name as the little girl you played with","female"
"ah there's a little girl","female"
"hello stranger friend I am Tondie a Nibilay girl in south Africa","female"
"her name the what the girl","female"
"Nibilay girls are named hope many Nibilay girls are named hope","female"
"big girl swings or or uh baby swings","female"
"once upon a time there was a little girl who went on a walk in the","female"
"I think it's a little girl who's scary","female"
"it's not a little girl","female"
"that's a girl in a witch's hat","female"
"here's a girl","female"
"well she's a little girl she doesn't really have access to tools and screws","female"
"Georgie Porgie pudding and pie kissed the girls","female"
"in fact my little girl has several watering cans at home","female"
"um my little girl has a green one just like this and she also has one in the shape of an elephant","female"
"it's not breakfast time silly girl it's supper time","female"
"it doesn't go in there because it's wet silly girl","female"
"you mischievous girl","female"
"you look pretty girl","female"
"you pretty girl","female"
"it's a pretty girl","female"
"good girl","female"
"that's a girl","female"
"good girl","female"
"she said that I'm a big girl not a grown+up you mean now","female"
"look out there's a yyy michebous girl around here","female"
"clever girl","female"
"wanna sit with mommy your a good girl","female"
"good girl bye bye daddy","female"
"you stick it on good girl","female"
"good girl","female"
"a nice girl","female"
"you good girl","female"
"good girl good girl","female"
"good girl","female"
"big girl huh","female"
"that's right clever girl","female"
"good girl","female"
"that's good girl","female"
"that's a girl","female"
"good girl","female"
"that the pretty girl","female"
"when you get to be a bigger girl","female"
"right good girl","female"
"good girl","female"
"he keeps getting in a fight with this girl on the way to school","female"
"good girl","female"
"good girl","female"
"clever girl","female"
"good girl","female"
"xxx xxx xxx you're a pretty girl","female"
"you're a smart girl huh","female"
"oh good girl","female"
"good girl","female"
"good girl","female"
"all those nice shoes that you'll be wearing when you get to be a big girl","female"
"you said you're gonna be a good girl today Violet","female"
"nice girl","female"
"good girl","female"
"good girl","female"
"good girl","female"
"you got a lot of bathing suits girl","female"
"good girl","female"
"good girl okay lemme just tie the end now so you can do it all okay","female"
"the girl's name is Meghan and she's","female"
"lucky girl","female"
"are you a girl","female"
"xxx it's a girl looking at the stars","female"
"hi gorgeous girl","female"
"good girl","female"
"good girl","female"
"good girl","female"
"good girl","female"
"xxx gonna get some girls um some birthday presents today","female"
"we're gonna get some birthday presents today for some girls","female"
"my little girl it's breakfast time","female"
"this girl was like she's like I've been to like twenty concerts and I never saw it this crowded","female"
"will you be a good girl for Stephanie","female"
"good girl","female"
"good girl","female"
"a girl","female"
"we're gonna hafta go and get the girls some uh birthday presents this morning","female"
"where's that girl","female"
"good girl","female"
"that's a girl","female"
"good girl","female"
"this girl drew lions","female"
"you're a very busy girl","female"
"what a big girl eating waffle like that","female"
"are you a big girl","female"
"this girl's looking at a stream what are these girls doing","female"
"this girl grows flowers","female"
"of all kids who are good girls and boys","female"
"good girl you did it","female"
"these this this girl made some lions","female"
"this girl made a tiger","female"
"this girl made a frog","female"
"this girl made a tree","female"
"good girl","female"
"good girl","female"
"what's this girl doing","female"
"good girl","female"
"I always did that when I was a little girl","female"
"little girl","female"
"little girl bossy cow","female"
"little girl on a bicycle oh","female"
"what a big girl she is","female"
"what a big girl","female"
"Naima's feeding herself like a big girl","female"
"are you a cheesy girl","female"
"I think you're a cheesy girl","female"
"good girl","female"
"good girl","female"
"a girl made that tiger","female"
"a girl","female"
"will you be a good girl for xxx","female"
"good girl","female"
"pretty girl","female"
"slip and slide girl","female"
"that you pretty girlie","female"
"yeah for strongest girls","female"
"clever girl","female"
"good girl","female"
"little girl","female"
"clever girl yeah it is a planet","female"
"I need to look at this make+up stuff the girl gave me","female"
"clever girl good job","female"
"she's being the birdy and he's being the girl","female"
"let me get you a tissue little girly","female"
"good girl","female"
"good girl","female"
"and you are a clever girl","female"
"you're a clever girl Violet","female"
"oh it's a girl","female"
"two boys and one girl","female"
"good girl you know how to blow your nose","female"
"clever girl","female"
"good girl you're good at puzzles","female"
"goat girl goo_goo goggles","male"
"clever girl good job","female"
"you're a smart girl","female"
"who's this girl","female"
"goat girl goo_goo goggles","male"
"look at this girl","female"
"goat girl goo_goo goggles g g g","male"
"goat girl goo_goo goggles","male"
"that's like Sarah and James wear when they got o school like a big boy and girl huh","male"
"that's this girl's mommy","male"
"oh this is a beautiful necklace","male"
"gonna make a necklace","female"
"come_on make a necklace","male"
"make a necklace","male"
"see you can make a necklace","female"
"make a necklace","female"
"make a pretty necklace","female"
"pretty necklace","female"
"you're gonna put the necklace on","female"
"puts necklace on","female"
"is that a necklace","male"
"that's a necklace","male"
"a necklace un","male"
"necklace","male"
"hats and a necklace and some sunglasses and tights and a bow and a shirt","male"
"you like that necklace","male"
"we started making a necklace here too","male"
"should I make you a necklace","male"
"yep you can make a necklace","male"
"you can make a necklace maybe","male"
"I like the way you gave Cranky a necklace","male"
"mama's necklace","female"
"yeah Gabby has a necklace on","female"
"Gabby has a necklace on","female"
"my necklace","female"
"that's mommy's necklace","female"
"a necklace","female"
"ooh a necklace","female"
"that's Phoebe's necklace","female"
"are you giving the necklace to Sugar","female"
"are you eating that necklace","female"
"what about your necklace you wanna put your necklace on","female"
"maybe I'll put your necklace on","female"
"you necklace comere sweetie pie","female"
"xxx ooh a necklace","female"
"Gabby's wearin a necklace with Cheerios and fruit+loops","female"
"and the rubber band necklace that Mrs Parsley wore to a meeting of the rubber band society","female"
"the necklace broke mommy fixed it","female"
"is it Gabby's necklace","female"
"that is her necklace","female"
"we can give her her necklace back when she gets back","female"
"you can give the necklace then because who are we going to see tomorrow","female"
"your necklace","female"
"my microphone's caught in the necklace","female"
"the necklace is going to fly up to the tree","female"
"your necklace","female"
"oh that's right that's the necklace that broke you're absolutely right","female"
"should I hold the necklace","female"
"I'm not wearing a necklace today","female"
"pearl necklace","female"
"I love oh did my necklace hurt you","female"
"oh that's great she has an orange necklace","female"
"hey now it's a necklace","female"
"she's wearing a necklace","female"
"they all have necklaces well the goat is wearing a bell around her neck Glenmae is wearing a necklace around her neck","female"
"I'm eight years old and my best friend look at all the necklaces she's wearing","female"
"and she has a head necklace around her head too","female"
"here she's wearing a different necklace","female"
"could make a necklace with those beads if you want","female"
"wanna necklace","female"
"wanna necklace","female"
"necklace","female"
"necklace","female"
"you don't want the necklace","female"
"look at that candy necklace","female"
"oh you gonna put the necklace in there","female"
"and a pretty necklace","female"
"I like that necklace","female"
"yeah Matty has a baby purse on you sure do","male"
"you do wanna wear the baby purse","male"
"oh she hasta get the little tape thing for you and put it in the purse","male"
"that was remember that's why we used the baby purse last week","male"
"you didn't want the baby purse today","male"
"you wanna use the baby purse","male"
"you don't want the little purse on","male"
"would you like her to put it in the baby purse","male"
"now who's using the baby purse today","male"
