gloss,target_child_name,part_of_speech,target_child_sex
they feel similar,,pro:sub v adj,female
see it's more stable look at how stable that is now,,co pro:per adv adj v prep pro:int adj adv aux adv,female
mm that's a new food for you,,co pro:dem det:art adj n prep pro:per,female
texture is similar,,n cop adj,female
you want some more juice xxx juicy water,,pro:per v qn qn n adj n,female
don't let that spell and hurt your toes okay,,mod v pro:dem v coord v det:poss n adj,female
and the other thing is it's hard to make things stable on carpet like this,,coord det:art qn n cop pro:per adj inf v n n prep n prep pro:dem,female
'cause it's sort of uneven,,conj pro:per n prep adj,female
why don't I bring down the whole box,,pro:int mod pro:sub v adv det:art adj n,female
cause it's a new taste,,conj pro:per det:art adj n,female
these are electric wires,,pro:dem cop adj n,female
see this is an uneven floor,,v pro:dem cop det:art adj n,female
it's okay,,pro:per adj,female
xxx a little interim clean+up here,,det:art adj adj adv,female
well I meant this kind of,,co pro:sub v det:dem adj prep,female
you do it's time to go get a new should we put that poop in the potty,,pro:per v pro:per n inf v v det:art adj mod pro:sub v pro:dem n prep det:art adj,female
who else's mommy was there,,pro:int adj n cop adv,female
actually those might be too old to eat,,adv pro:dem mod cop adv adj inf v,female
it looked a little bit like a dragonfly,,pro:per cop det:art adj n prep det:art n,female
that's not good,,pro:dem neg adj,female
that's dangerous,,pro:dem adj,female
did Daddy say it was he thought it was for a phone that they used to have in the lifeguard's chair,,v n:prop v pro:per cop pro:sub v pro:per cop prep det:art n pro:rel pro:sub v inf v prep det:art adj n,female
yes it's a very nice circle too,,co pro:per det:art adv adj n adv,female
I'm getting your hair outta your eyes that's good it'll make it easier to play,,pro:sub part det:poss n adv prep det:poss n pro:dem adj pro:per v pro:per adj inf v,female
remember we saw a lifeguard today at Douse's beach,,v pro:sub v det:art n adv:tem prep adj n,female
she was wearing red pants,,pro:sub aux part adj n:pt,female
and a red swim+suit,,coord det:art adj,female
you're gonna go in the tunnel okay,,pro:per part v prep det:art n adj,female
well I'm gonna straighten up a little bit here,,co pro:sub part v adv det:art adj n adv,female
come on we're going to the potty now,,v adv pro:sub part prep det:art adj adv,female
floating in a floaty and dialing for help,,part prep det:art adj coord part prep n,female
are we in a bad mood now,,cop pro:sub prep det:art adj n adv,female
don't just spit them out,,mod adj n pro:obj adv,female
that's good,,pro:dem adj,female
oh I see that's a really tall tower,,co pro:sub v pro:dem det:art adv adj n,female
I'm gonna go put some water on for my tea okay,,pro:sub part v v qn n adv prep det:poss n adj,female
it's orange,,pro:per adj,female
okay I can get you more yogurt,,adj pro:sub mod aux pro:per adv n,female
are you feeling upset,,cop pro:per part adj,female
I also see a whole lot of school buses covered with snow,,pro:sub adv v det:art adj n prep n n v prep n,female
that would be a nice present,,pro:dem mod cop det:art adj n,female
that's a very interesting nickname Skageeska_Bear,,pro:dem det:art adv adj n:prop,female
there's the dinosaur's tail,,pro:exist det:art adj n,female
you want a bottle of cow's milk,,pro:per v det:art n prep adj n,female
he's a lucky bear,,pro:sub det:art adj n,female
can you make sure to chew those really well,,mod pro:per v adj inf v det:dem adv adv,female
where is Naima's little,,pro:int cop adj adj,female
where is your little pink xxx,,pro:int cop det:poss adj adj,female
oof that was loud,,co pro:rel cop adj,female
the white rock,,det:art adj n,female
a hot stove or heater can burn you,,det:art adj n coord n mod v pro:per,female
they're good to swallow,,pro:sub adj prep n,female
that's a good book,,pro:dem det:art adj n,female
oh look she banged on it and it broke,,co co pro:sub v prep pro:per coord pro:per adj,female
no Griz is too big,,co n:prop cop adv adj,female
he's not allergic to the yellow jacket,,pro:sub neg adj prep det:art n n,female
we'll see if there's anything else good to eat in here,,pro:sub v comp pro:exist pro:indef post adj inf v prep n,female
ah that's good I'm glad to hear that he's not allergic do you hafta poop some more because you can sit right on your potty,,co pro:dem adj pro:sub adj inf v comp pro:sub neg adj v pro:per mod v qn pro:indef conj pro:per mod v adv prep det:poss adj,female
bam bam bam knocks on Bear's door right,,v v v v prep adj n co,female
they can make you very sick,,pro:sub mod v pro:per adv adj,female
Naima Mommy is asking you do you need to sit on the potty,,n:prop n:prop aux part pro:per v pro:per v inf v prep det:art adj,female
let Mommy take it off okay,,v n:prop v pro:per adv adj,female
poops more okay you can get up and do that now,,v adv adj pro:per mod v adv coord v pro:dem adv,female
well I'm not going to because it's too soft,,co pro:sub neg part prep conj pro:per adv adj,female
oh good,,co adj,female
so you can sit on your potty you can poops more if you want,,co pro:per mod v prep det:poss adj pro:per mod v adv conj pro:per v,female
they make you really sick,,pro:sub v pro:per adv adj,female
it's too soft to put on the potty,,pro:per adv adj inf v prep det:art adj,female
oh you're right there's hardly any syrup,,co pro:per adj pro:exist adv qn n,female
I don't want you to spit out that food okay,,pro:sub mod v pro:per inf v adv comp n adj,female
now he's okay,,adv pro:sub adj,female
they're bad for you,,pro:sub adj prep pro:per,female
this is all that's left of the smoothie,,pro:dem cop adv pro:dem adj prep det:art n,female
is sleepy sitting on the potty or he's sitting on some books,,aux adj part prep det:art adj coord pro:sub part prep qn n,female
make sure you chew it enough and then swallow it,,v adj pro:per v pro:per adv coord adv:tem v pro:per,female
this one is incredible I think,,pro:dem pro:indef cop adj pro:sub v,female
cause it's good for you,,conj pro:per adj prep pro:per,female
frogs remarkable frogs,,n adj n,female
alright sleepy you need a potty don't you,,co adj pro:per v det:art adj mod pro:per,female
it'll keep you healthy to eat that,,pro:per v pro:per adj inf v pro:dem,female
well I think it's enough for us to split that last pancake that was from yesterday,,co pro:sub v pro:per adv prep pro:obj inf v pro:dem adj n pro:rel cop prep adv:tem,female
it's just a rule that's why,,pro:per adj det:art n pro:rel pro:rel,female
this is the only I have right now sleepy,,pro:dem cop det:art qn pro:sub v adv adv adj,female
it's okay to do count to ten nursie,,pro:per adj inf v n prep det:num n,female
it's just a rule because it's a rule,,pro:per adj det:art n conj pro:per det:art n,female
it's a small potty this is like your little yellow potty which is a bit small for you,,pro:per det:art adj adj pro:dem cop co det:poss adj n adj pro:rel cop det:art n adj prep pro:per,female
big kids play,,adj n v,female
two more mornings here I wouldn't really be in favor of buying a whole maple syrup just for that 'cause I don't want to hafta carry back a lot of,,det:num adv n adv pro:sub mod adv cop prep n prep part det:art adj n n adv prep det:dem conj pro:sub mod v inf mod v adv det:art n prep,female
just have a tiny bit,,adv v det:art adj n,female
you want brown cat do you want D W O it,,pro:per v adj n v pro:per v n:prop n:prop n:prop pro:per,female
her special puffin place mat is up there,,det:poss adj n n n cop prep n,female
oh the dinosaur the dinosaur's tail sounds like thwack you remember that,,co det:art n det:art adj n n co n pro:per v comp,female
oh that's perfect I think he's looking forward to hiking,,co pro:dem adj pro:sub v pro:sub part adv prep n:gerund,female
it's really good,,pro:per adv adj,female
y'an a little more tomato sauce,,pro:per v det:art adj qn n n,female
does he drink bottles of milk or does he just nurse,,mod pro:sub n n prep n coord v pro:sub adj n,female
sometimes tools are sharp,,adv n cop adj,female
I'll help sleepy in a moment,,pro:sub v adj prep det:art n,female
are you sure you don't want some baby yogurt with grape,,cop pro:per adj pro:per mod v qn n n prep n,female
don't climb on thin branches,,mod v adv adj n,female
the kid in the red jacket is making a snow+man,,det:art n prep det:art adj n aux part det:art,female
while he's on the potty I'll bet he'll like that,,conj pro:sub prep det:art adj pro:sub v pro:sub prep pro:dem,female
thin branches can break,,adj n mod v,female
electricity is good for machines,,n cop adj prep n,female
he likes to be read to on the potty too,,pro:sub v inf cop v inf prep det:art adj adv,female
that's a huge snowball I think,,pro:dem det:art adj pro:sub v,female
there okay I'll be back in a couple of minutes,,adv adj pro:sub cop adv prep det:art n prep n,female
cause they're thin,,conj pro:sub adj,female
next time we go to the store,,adj n pro:sub v prep det:art n,female
just gonna put the stuff away and do the laundry and I'll be right back okay,,adv part v det:art n adv coord v det:art n coord pro:sub cop adv adv adj,female
poor you poor you,,adj pro:per adj pro:per,female
like the slide that's at Daisy's playhouse,,prep det:art n pro:rel prep adj,female
that doesn't look very comfortable,,pro:dem mod v adv adj,female
alright alright,,co adj,female
mhm would you like some frozen blueberries right now or some fresh banana,,co mod pro:per v qn part n adv adv coord qn adj n,female
it's just a fun thing to do that's all,,pro:per adj det:art adj n inf v pro:dem pro:indef,female
it doesn't look comfortable to me,,pro:per mod v adj prep pro:obj,female
to get cool,,inf v adj,female
okay this is just barely warm but,,co pro:dem cop adv adv adj conj,female
oh that's great should we go get some of those rocks,,co pro:dem adj mod pro:sub v v qn prep det:dem n,female
that's okay I'm just getting your xxx your shapely legs that's all,,pro:dem adj pro:sub adv part det:poss det:poss adj n pro:dem pro:indef,female
I think a little food would be a good idea,,pro:sub v det:art adj n mod cop det:art adj n,female
oh there is a little bit,,co adv cop det:art adj n,female
it's a funny word isn't it,,pro:per det:art adj n cop pro:per,female
it willn't it won't be good,,pro:per mod pro:per mod cop adj,female
you need a brown cat back,,pro:per v det:art adj n adv,female
well doesn't it taste a little bit like muffin,,co mod pro:per v det:art adj n co n,female
I just thought of a new game we could play but let's play what's under first,,pro:sub adv v prep det:art adj n pro:sub mod n conj v v pro:int adv adv,female
oh gee I'm not sure I know which ones those are,,co co pro:sub neg adj pro:sub v pro:int pro:indef pro:dem cop,female
she was a young dog then,,pro:sub cop det:art adj n adv:tem,female
it's not that great,,pro:per neg det:dem adj,female
yeah it's okay just,,co pro:per adj adv,female
I think this would be make some very nice water for Kawadee Head,,pro:sub v pro:dem mod cop v qn adv adj n prep n:prop n:prop,female
let's go in here and have a little snack and I'll read the book to you how's that,,v v prep n coord v det:art adj n coord pro:sub v det:art n prep pro:per pro:int pro:dem,female
maybe he could have his own chair,,adv pro:sub mod v det:poss adj n,female
xxx nineteenth and twentieth,,adj coord adj,female
are you ready to play,,cop pro:per adj inf v,female
Mommy's one on the desk there,,adj det:num prep det:art n adv,female
I hope that's right I'm like ninety percent sure that's right,,pro:sub n pro:rel adj pro:sub co det:num n adj pro:rel adj,female
that's a good question,,pro:dem det:art adj n,female
I'll be right back,,pro:sub cop adj n,female
oh how awful,,co pro:int adj,female
that's a pail not a potty,,pro:dem det:art n neg det:art adj,female
I don't have that number easily available so I'll call you on your office phone and leave a message there,,pro:sub mod v adv v adv adj adv pro:sub v pro:per prep det:poss n n coord v det:art n adv,female
xxx that's not good,,pro:dem neg adj,female
you trying to find the most expensive,,pro:per part inf v det:art qn adj,female
I'll still hafta put this in the laundry and then I'll come back okay,,pro:sub v mod v pro:dem prep det:art n coord adv:tem pro:sub v adv adj,female
I'm sorry xxx that was Daddy I had to talk to him,,pro:sub adj adv cop n:prop pro:sub v inf v prep pro:obj,female
don't lean too,,mod adj adv,female
xxx it was very hard to wait I know cause you saw it,,pro:per cop adv adj inf v pro:sub v conj pro:per v pro:per,female
sit over here okay,,v prep n adj,female
oh good,,co adj,female
I'll be right back,,pro:sub cop adj n,female
it is I'm cutting them in half for you so that they won't be so big,,pro:per cop pro:sub part pro:obj prep n prep pro:per adv pro:rel pro:sub mod cop adv adj,female
you're on a hike you were on a hike to Kawadee Head and you need to still carry your lunch,,pro:per adv det:art n pro:per cop prep det:art n prep n:prop n:prop coord pro:per v inf adj v det:poss n,female
oh a big mess is happening,,co det:art adj n aux part,female
I hafta go look up something for Daddy I'll be right back okay,,pro:sub mod v v adv pro:indef prep n:prop pro:sub cop adj n adj,female
well let's just pretend,,co v adv adj,female
if you sit this way you'll be able to uh,,conj pro:per v det:dem adv pro:per cop adj inf,female
we need to buy more smoothie remember we went to the store yesterday and they didn't have the right kind of smoothie,,pro:sub v inf v adv n v pro:sub v prep det:art n adv:tem coord pro:sub mod v det:art adj n prep n,female
pay attention when using a sharp knife,,n n conj part det:art adj n,female
is that frozen banana good,,cop comp part n adj,female
where'r you gonna push Griz to on his very fun ride,,pro:int aux pro:per part v n:prop inf prep det:poss adv adj n,female
that store doesn't carry that kind of smoothie I was very disappointed,,det:dem n mod v adv adj prep n pro:sub aux adv part,female
well we're gonna go downstairs and have breakfast soon in a couple of minutes,,co pro:sub part v adv coord v n adj prep det:art n prep n,female
that's a good idea,,pro:dem det:art adj n,female
while he was using a knife to slice this orange,,conj pro:sub aux part det:art n inf v det:dem adj,female
we have very little room for things that need refrigerating,,pro:sub v adv adj n prep n pro:rel n part,female
downstairs you mean,,adv pro:per adj,female
oh I know where you mean,,co pro:sub v pro:int pro:per adj,female
are you sure that's what cows say,,cop pro:per adj pro:dem pro:int n co,female
there's an animal sticker book in that pink bag,,pro:exist det:art n v n prep det:dem adj n,female
it already was Mommy's birthday,,pro:per adv cop adj,female
xxx you nervous,,pro:per adj,female
'cause we've been out on vacation and we can't find organic bananas here,,conj pro:sub cop adv prep n coord pro:sub mod v adj n adv,female
are you nervous about something,,cop pro:per adj prep pro:indef,female
do you want to put them on silhouettes or do you want to put them on a separate piece of paper,,mod pro:per v inf v pro:obj prep n coord v pro:per v inf v pro:obj prep det:art adj n prep n,female
cows say bah that's a good joke,,n co co pro:dem det:art adj n,female
what are you nervous about,,pro:int cop pro:per adj prep,female
I put a new batch of laundry in,,pro:sub v det:art adj n prep n adv,female
those morning doves are very nice birds Naima,,det:dem co n cop adv adj n n:prop,female
don't gulp hot foods,,mod v adj n,female
yes I will my hands are full,,co pro:sub mod det:poss n cop adj,female
loud and clear,,adj coord adv,female
xxx try not to be on call xxx starting July first cause they do the schedule really late,,v neg inf cop prep n part n:prop adj conj pro:sub v det:art n adv adv,female
that dinosaur's mouth is hurting because he ate something that was too hot,,det:dem adj n aux part conj pro:sub v pro:indef pro:rel cop adv adj,female
so I want to just confirm with you that the weekend of the nineteenth and twentieth is still free for you because then I will ask him to ask,,adv pro:sub v inf adj v prep pro:per comp det:art prep det:art adj coord adj aux adj adj prep pro:per conj adv:tem pro:sub mod v pro:obj inf v,female
well when you put yours in the potty you can pretend you put his in too,,co conj pro:per v pro:poss prep det:art adj pro:per mod v pro:per v det:poss prep adv,female
it's okay,,pro:per adj,female
I don't mean hot and spicy I mean hot temperaturewise,,pro:sub mod v adj coord adj pro:sub v adj adj,female
quite a long time ago,,adv det:art adj n post,female
yep it's okay there's nothing xxx,,co pro:per adj pro:exist pro:indef,female
is that a blank piece,,cop comp det:art adj n,female
a big batch of them so that you can take them home and we'll have them in our freezer,,det:art adj n prep pro:obj adv comp pro:per mod v pro:obj adv coord pro:sub v pro:obj prep det:poss n,female
oh Griz you're in for some fun that's such a great play+ground,,co n:prop pro:per adv prep qn n pro:rel qn det:art adj,female
this green soup,,det:dem adj n,female
was too hot,,cop adv adj,female
that was a long time ago,,pro:dem cop det:art adj n post,female
this looks like a good book,,pro:dem v conj det:art adj n,female
the main where we heard the hurdy+gurdy,,det:art adj pro:rel pro:sub v det:art,female
they're fresh,,pro:sub adj,female
here's it is kind of it's a helicopter that works like an ambulance it also brings people to the hospital but brings them in the air,,pro:exist pro:per cop adj prep pro:per det:art n adv n prep det:art n pro:per adv v n prep det:art n conj v pro:obj prep det:art n,female
mm that's a good song,,co pro:dem det:art adj n,female
that was at a little shop a little actually a little art gallery and there was a hurdy+gurdy man and a hurdy+gurdy woman playing hurdy+gurdies,,pro:dem cop prep det:art adj n det:art adj adv det:art adj n n coord adv cop det:art n coord det:art n part,female
they're fresh now,,pro:sub adj adv,female
last year I was Gospal the dog walker,,adj n pro:sub cop n:prop det:art n n,female
you can come in Friday right,,pro:per mod v adv n:prop adj,female
nice musical instrument,,adj n n,female
a key chain with a little,,det:art n n prep det:art adj,female
are you hungry,,cop pro:per adj,female
great,,adj,female
great,,adj,female
hm I thought it might be Gospal's shadow,,co pro:sub v pro:per mod cop adj n,female
to pretend glue,,inf adj n,female
is it good,,aux pro:per adj,female
well it's it's got a little key chain with a race car attached to it,,co pro:per pro:per part det:art adj n n prep det:art n n v prep pro:per,female
you better use both hands,,pro:per adj n qn n,female
you mean the pink part,,pro:per v det:art adj n,female
alright let me just check this xxx,,co v pro:obj adj n pro:dem,female
it's all gone I'm sorry,,pro:per adv part pro:sub adj,female
that's fine,,pro:dem adj,female
it's dry,,pro:per adj,female
I was scared that some one would steal it well I'm not dumb I knew a perfect place to hide it I put the key chain in my,,pro:sub aux part comp qn pro:indef mod v pro:per adv pro:sub neg adj pro:sub v det:art adj n inf v pro:per pro:sub v det:art n n prep det:poss,female
it's a dry diaper,,pro:per det:art adj n,female
okay okay,,co adj,female
Naima we might go in a little while and bring xxx shoes back to her,,n:prop pro:sub mod v prep det:art adj n coord v n adv prep pro:obj,female
like in the real afternoon xxx evening,,conj prep det:art adj n n,female
blue,,adj,female
Naima do you want some fresh apple,,n:prop v pro:per v qn adj n,female
I'm gonna do a little more cleaning up in the kitchen,,pro:sub part v det:art adj adv part adv prep det:art n,female
I'm not sure if we're gonna see her though that's the only thing,,pro:sub neg adj conj pro:sub part v pro:obj adv pro:dem det:art qn n,female
do you wanna little cracker with your hummus or are you just gonna just use the spoon,,mod pro:per v det:art adj n prep det:poss n coord cop pro:per adv part adj n det:art n,female
this is a big one,,pro:dem cop det:art adj pro:indef,female
good xxx,,adj,female
what blue thing,,pro:int adj n,female
okay I think you wanna try this kinda cracker,,adj pro:sub v pro:per v v det:dem adj prep n,female
d'you want fresh apple with almond butter,,mod pro:per v adj n prep n n,female
yes yeah I mean people might do that actually but there might be weekend commuters xxx that's a good point who just have summer places,,co co pro:sub adj n mod v pro:dem adv conj adv mod cop n pro:dem det:art adj n pro:rel adj v n n,female
crunchy and good,,adj coord adj,female
because because he's sick,,conj conj pro:sub adj,female
I think the swimsuit's gonna need to be rinsed a little bit at least,,pro:sub v det:art aux part v inf aux part det:art adj n prep n,female
because I'm sure she'll want her shoes,,conj pro:sub adj pro:sub v det:poss n,female
it's easier that way,,pro:per adj det:dem n,female
well there's some in the box the organic ones,,co adv cop pro:indef prep det:art n det:art adj pro:indef,female
it's a little bit like an oval and a little bit like a semicircle,,pro:per det:art adj n prep det:art n coord det:art adj n prep det:art n,female
it's a good idea to do it that way,,pro:per det:art adj n inf v pro:per det:dem n,female
well they're her new shoes I don't think she's even worn them very much,,co pro:sub det:poss adj n pro:sub mod v pro:sub adv part pro:obj adv adv,female
do you need to use the potty,,mod pro:per v inf v det:art adj,female
well because then if they spill they fall right on the high+chair tray and then it's easy to pick them up,,n conj adv:tem conj pro:sub v pro:sub v adv prep det:art n coord adv:tem pro:per adj inf v pro:obj adv,female
well that's the ones washed left over that aren't organic but you could give those to her I guess,,co pro:dem det:art det:num part adj adv adv aux adj conj pro:per mod v det:dem inf pro:obj pro:sub v,female
that's sort of an oblong type of rock,,pro:dem n prep det:art adj n prep n,female
xxx xxx just yeah we're fine,,adj co pro:sub adv,female
it looks oblong to me,,pro:per v adj prep pro:obj,female
alright let's just step out here,,co v adj n prep n,female
they just know that he's very sick,,pro:sub adv v comp pro:sub adv adj,female
I'm gonna wipe off your bottom a little bit,,pro:sub part inf v prep det:poss n det:art adj n,female
'cause they were too small for you you've got,,conj pro:sub cop adv adj prep pro:per pro:per part,female
it was a little hard to explain why I put a key chain in my mouth,,pro:per cop det:art adj adj inf v pro:int pro:sub v det:art n n prep det:poss n,female
that's oval,,pro:dem adj,female
oh you want a different book,,co pro:per v det:art adj n,female
you singing happy birthday Naima,,pro:per part adj n:prop,female
I hope that you never do anything like that it'll be very bad for you they took me to the hospital what do you see in the hospital here,,pro:sub v comp pro:per adv v pro:indef prep pro:dem pro:per cop adv adj prep pro:per pro:sub v pro:obj prep det:art n pro:int mod pro:per v prep det:art n adv,female
what's the other word for oval,,pro:int det:art qn n prep adj,female
you've got bigger feet than she has,,pro:per part adj n prep pro:sub aux,female
yeah because I'm thirsty,,co conj pro:sub adj,female
I may hafta go soon because she's a little on the sleepy side and,,pro:sub mod mod v adv conj pro:sub det:art adj prep det:art adj n coord,female
oh they're not very small but they're smaller than yours and they just fit those boots perfectly,,co pro:sub neg adv adj conj pro:sub adj prep pro:poss coord pro:sub adv n det:dem n adv,female
d'you wanna eat some fresh apple Naima,,mod pro:per v v qn adj n n:prop,female
yeah I'm sorry xxx I can't stay xxx really but uh but I'll talk to you to confirm those details or email you,,co pro:sub adj pro:sub mod v adv conj conj pro:sub v prep pro:per inf v det:dem n coord n pro:per,female
good luck recovering from the end of your semester,,adj n part prep det:art n prep det:poss n,female
not the red thing see this white thing it's in the room,,neg det:art adj n v det:dem adj n pro:per prep det:art n,female
this hand needs a wet xxx,,det:dem n v det:art adj,female
xxx okay bye,,adj co,female
that's the special water going into patient's body,,pro:dem det:art adj n part prep adj n,female
your left hand needs a wet,,det:poss adj n v det:art adj,female
okay what happens next I had a big room all to myself,,co pro:int v adv pro:sub v det:art adj n adv prep pro:refl,female
the nurse took off my scarf and put a white gown on me,,det:art n v prep det:poss n coord v det:art adj n prep pro:obj,female
that's very strange for a little bear to do that all by himself,,pro:dem adv adj prep det:art adj n inf v adv adv prep pro:refl,female
don't worry she said we'll take a good care of you it wouldn't hurt,,mod v pro:sub v pro:sub v det:art adj n prep pro:per pro:per mod v,female
it'll be good,,pro:per cop adj,female
but I was still little scared specially when she took me to the x-ray room,,conj pro:sub cop adv adj part adv conj pro:sub v pro:obj prep det:art n n,female
he did get a little bit lost didn't he,,pro:sub mod v det:art adj n v mod pro:sub,female
drying off the tray is good,,part prep det:art n cop adj,female
poor little guy ah,,adj adj n co,female
that's a beautiful black hurdy+gurdy you've got there raccoon,,pro:dem det:art adj adj pro:per part adv n,female
uh last time I saw Doggy Woggy he was on the stairs that go the basement,,adj n pro:sub v n:prop n:prop pro:sub cop prep det:art n pro:rel v det:art n,female
um because he knows that the people who are in the store who want to buy a little bear he hears them say that they want bears who don't have lost buttons they want bears who already have their buttons,,conj pro:sub v comp det:art n pro:rel cop prep det:art n pro:rel v inf v det:art adj n pro:sub v pro:obj v comp pro:sub v n pro:rel mod v v n pro:sub v n pro:rel adv v det:poss n,female
hungry girl,,adj n,female
oh happy birthday,,co adj,female
my parents were right there and Mom gave me a great big,,det:poss n cop adv adv coord n:prop v pro:obj det:art adj adj,female
today's November fifth,,adv:tem n:prop adj,female
and Naima and Mommy are both sick at home,,coord n:prop coord n:prop cop qn adj prep n,female
hm I think it was a little boy who put them out,,co pro:sub v pro:per cop det:art adj n pro:rel v pro:obj adv,female
I'm gonna dry your hands off a little bit,,pro:sub part v det:poss n prep det:art adj n,female
we're both sick and we're going to read,,pro:sub qn adj coord pro:sub part inf v,female
it would be a good idea if you had a bath tonight,,pro:per mod cop det:art adj n conj pro:per v det:art n adv:tem,female
inside was a race car so big I would never be able to swallow it,,prep cop det:art n n adv adj pro:sub mod adv cop adj inf v pro:per,female
it looks really good,,pro:per v adv adj,female
potty potty potty potty,,adj adj adj adj,female
we've had this book for a long time,,pro:sub part det:dem n prep det:art adj n,female
happy birthday Sleepy Bear,,adj n:prop n:prop,female
hustle to the potty,,n prep det:art adj,female
oh I remember there was something funny you used to say when we read this book,,co pro:sub v adv cop pro:indef adj pro:per v inf v conj pro:sub v det:dem n,female
that's pretty funny,,pro:dem adv adj,female
that's a good book,,pro:dem det:art adj n,female
I think you might be finished on the potty there,,pro:sub v pro:per mod aux part prep det:art adj adv,female
that's pretty funny Naima,,pro:dem adv adj n:prop,female
that was fun,,pro:dem cop adj,female
'cause it's not okay to pee on rugs,,conj pro:per neg adj prep n prep n,female
at least she was last time I checked,,prep n pro:sub cop adj n pro:sub v,female
I think there's a dentist and a dental hygienist in that book,,pro:sub v pro:exist det:art n coord det:art adj n prep det:dem n,female
it looks the same kinda restaurant um high+chair that restaurants usually use,,pro:per v det:art adj n prep n pro:rel n adv v,female
come to pee on the potty,,v prep n prep det:art adj,female
there's a certain page were you used to say,,pro:exist det:art adj n cop pro:per v inf v,female
what's your dentist's name,,pro:int det:poss adj n,female
you just want me to read the book more but I'll read the book more after you get off the potty,,pro:per adv v pro:obj inf v det:art n adv conj pro:sub v det:art n adv prep pro:per v prep det:art adj,female
we should try to visit the organic blueberry farm down the road,,pro:sub mod v prep n det:art adj n n prep det:art n,female
the red bell,,det:art adj n,female
your dental hygienist's name,,det:poss adj adj n,female
come sit on the potty,,v v prep det:art adj,female
you're interesting,,pro:per adj,female
it is on the way to Cobb's Cook isn't it,,pro:per cop prep det:art n prep adj n:prop cop pro:per,female
you mean your little bells,,pro:per v det:poss adj n,female
happy birthday Sleepy Bear,,adj n:prop n:prop,female
your dental hygienist's name is Sue,,det:poss adj adj n cop n:prop,female
well he wasn't stung by the yellow jackets and that's a good thing because he said he was allergic,,co pro:sub aux part prep det:art adj n coord pro:dem det:art adj n conj pro:sub v pro:sub cop adj,female
she's the one who gave you the new toothbrush,,pro:sub det:art pro:indef pro:rel v pro:per det:art adj,female
is it better,,aux pro:per adj,female
because otherwise we should call Gramps',,conj adv pro:sub mod n adj,female
those might be good for breakfast too,,pro:dem mod cop adj prep n adv,female
and give them a little heads+up,,coord v pro:obj det:art adj,female
Arthur's sister D_W,,adj n n:prop,female
big kid pants,,adj n v,female
anyway I'm just gonna try to get some cold water but could you keep her company if you would,,co pro:sub adv part v inf v qn adj n conj mod pro:per v det:poss n conj pro:per mod,female
something whitish anyway,,pro:indef adj adv,female
you're helping me okay,,pro:per part pro:obj adj,female
the Tibble twins are visiting again and they're driving me crazy she said,,det:art n:prop n aux part adv coord pro:sub part pro:obj adj pro:sub v,female
oh they can't be that bad said Arthur,,co pro:sub mod aux det:dem adj v n:prop,female
it's a very small amount,,pro:per det:art adv adj n,female
hey do you wanna try to start ah making a new bedtime poster tonight,,co v pro:per v v inf v co part det:art adj n adv:tem,female
Pippo isn't there but Tom finds Pippo's scarf,,n:prop cop adv conj n:prop v adj n,female
that little girl's name was Ally,,det:dem adj adj n cop n:prop,female
yeah you took all the things off of it though so we need to make a new one that says what what we do at night time,,co pro:per v qn det:art n adv prep pro:per adv conj pro:sub v inf v det:art adj pro:indef pro:rel v pro:int pro:int pro:sub v prep n n,female
that's not the same person that we saw last year whose name was Lauren,,pro:dem neg det:art adj n pro:rel pro:sub v adj n pro:rel n cop n:prop,female
that's Arthur's mommy,,pro:dem adj n,female
could you just okay,,mod pro:per adj co,female
I think they eat little plants that grow in the water,,pro:sub v pro:sub v adj n pro:rel v prep det:art n,female
alright one more time and then I think you done on the potty,,co det:num qn n coord adv:tem pro:sub v pro:per part prep det:art adj,female
I'll getcher small wooden spoon that I think is in here,,pro:sub v det:poss adj adj n pro:rel pro:sub v aux prep n,female
she has the Cuisinart just like we have,,pro:sub aux det:art n:prop adj co pro:sub v,female
but Tom only finds Pippo's hat,,conj n:prop adv v adj n,female
that poor bear,,det:dem adj n,female
Arthur's mommy has a Cuisinart,,adj n v det:art n:prop,female
last summer I was Gospal the dog dog walker when our neighbors went on vacation I walked their dogs,,adj n pro:sub cop n:prop det:art n n n conj det:poss n v prep n pro:sub v det:poss n,female
that's a very good question,,pro:dem det:art adv adj n,female
d'you want the red ones or the wooden ones,,mod pro:per v det:art n det:num coord det:art adj pro:indef,female
it's Arthur's turn to cook,,pro:per adj n prep n,female
xxx red ones are wood too but they're painted wood,,adj det:num aux n adv conj pro:sub part n,female
oh not his mommy's turn,,co neg det:poss adj n,female
someone's looking very serious,,pro:indef aux part adv adj,female
are you hungry Naima,,cop pro:per adj n:prop,female
I'll be serious too,,pro:sub cop adj post,female
oh a key chain with a little race car,,co det:art n n prep det:art adj n n,female
hm it's nice to sit and read books when you're sick,,co pro:per adj inf v coord v n conj pro:per adj,female
I was scared that someone would steal it well I'm not dumb I knew the perfect place to hide it I put the key+chain in my mouth,,pro:sub aux part comp pro:indef mod v pro:per adv pro:sub neg adj pro:sub v det:art adj n inf v pro:per pro:sub v det:art prep det:poss n,female
I think it might be time to have a small snack,,pro:sub v pro:per mod cop n inf v det:art adj n,female
good for other reasons,,adj prep qn n,female
oh it was dark outside,,co pro:per cop adj adv,female
blueberries in the car I bet that makes a big mess,,n prep det:art n pro:sub v pro:dem v det:art adj n,female
